"","text","date","topic","sentiment","country","city_ascii","lat","lng"
"1034","Huawei is just the latest in a long line of setbacks for Google__ Android https://t.co/UtHTJ5wIq1","2019/5/22",4,-0.183532587,"Japan","Kanazawa",36.56,136.64
"1035","@mukimbili Huawei doesn't really need to create a new operating system, just a marketplace app to replace Google play. Frankly, any Android developer can do it and they will if Huawei doesn't!","2019/5/22",2,0.116745622,"United States","Los Angeles",34.1139,-118.4068
"1036","HUAWEI MIGHT BE AT AN ADVANTAGE AFTER PROBLEMS WITH GOOGLE
Many of us think this will be the end of Huawei but this appears far from happening. It actually appears Huawei can actually sink Android to oblivion when_ https://t.co/G8DQIkkTuP","2019/5/22",4,-0.107193739,"Greenland","Nuussuaq",74.121,-57.0674
"1037","Huawei's Android replacement sounds a lot like the mysterious Google OS that might replace Android https://t.co/2o1tTtenH6","2019/5/22",4,0.02236068,"China","Huaiyin",33.58,119.03
"1038","@Google shot themselves by getting involved with @Huawei . Firstly it doesn't even use Android for it's own phones &amp; Other Mobile Phone makers will realise tomorrow it can be them, naturally another OS from some company will be in the works. Android to start counting it's days.","2019/5/22",2,-0.032633981,"China","Wuxi",31.58,120.3
"1039","Some kind of irony with Google withdrawing from Huawei Android contracts - __e__e not going to allow you to put our spyware platform into your spyware platform any more_.","2019/5/22",2,-0.055708601,"China","Nanping",26.6304,118.17
"1040","@chensns2 @RationalThamiz1 @HuXijin_GT Read this. Enjoy. https://t.co/OiyjdpTg3C","2019/5/22",3,0.25,"Kenya","Lodwar",3.1304,35.57
"1041","@KyleMagicPoo @chaseIyons US forced Google not to do work with Huawei, which means their new phones will be useless in the West without Android. A double edged sword af m8","2019/5/22",2,-0.020412415,"United States","Washington",38.9047,-77.0163
"1042","@shawnhawaii From what has been announced existing Huawei devices are still able to get Google Apps updates and Android dispatches Shawn. This is the information we have, to get more info it would have to be through them. -Nick","2019/5/22",2,-0.12045936,"United States","Valparaiso",41.4781,-87.0507
"1043","@nabilrnazri Imo theres no way Huawei can survive in markets outside China without Google services. Consumer will just look for another android phone.","2019/5/22",2,-0.090369611,"China","Nanning",22.82,108.32
"1044","Analysis- Huawei badly needs the Chinese government, tech rivals to back its OS plans https://t.co/oI6HIh1Ks4 https://t.co/OMUcAOLHmT","2019/5/22",1,-0.255155182,"Italy","Potenza",40.642,15.799
"1045","Google suspends some business with Huawei, restricts access to Android updates https://t.co/WcmkxZVtTC","2019/5/22",2,-0.206559112,"United States","Los Fresnos",26.075,-97.4878
"1046","Brits are scrambling to sell their Huawei phones, following the news that Google will block Android updates on Huawei phones.
 - https://t.co/ujt9fNmsVB","2019/5/22",2,-0.072672209,"United Kingdom","Barri",51.4067,-3.2694
"1047","@NelsonKhumalo88 @HuaweiFacts Huawei has its own backup OS which compatible with all Android apps(they said even faster than Google version), so ppl can still manually install Google's services...This ban only effect future new phones...","2019/5/22",2,0.11347137,"Iran","Qom",34.65,50.95
"1048","The U.S. govt. needs to give Huawei a break. They lost access to the U.S. market, all Google services, including Android, all other U.S.-provided services, including Windows, all of their current phones and PCs won't recieve updates now, don't they think that's enough?","2019/5/22",2,0.004339073,"United States","Scottsboro",34.6438,-86.0491
"1049","Fight of #Huawei vs #Apple started worldwide but now this trade war is on another level, Google Restricts Huawei's Access to Android aftrr Trump's Order__

Huawei is most likely to launch iys own OS soon_
#__Úº_Ù¾Ø§Ú©Ø³ØªØ§_____Úº https://t.co/imcfGsfmd8","2019/5/22",1,-0.375580585,"China","Shanghai",31.2165,121.4365
"1050","@althecat @BIM_DK Four possibilities:
1. Google cares less about Android than is generally understood.
2. Google buys into Huawei is spying argument.
3. Google has something to gain by throwing a big customer to the wolves.
4. Google is scared of Trump.","2019/5/22",2,0.004997962,"United States","Moultrie",31.1592,-83.7708
"1051","I don't think the @Android app limitations for @Huawei devices will have such a big impact as Google has already launched several apps as PWAs  https://t.co/05P2AdIpmK","2019/5/22",2,0.136930639,"United States","North Bend",43.4075,-124.2364
"1052","It looms especially large because Huawei could easily develop its own version of Android, spread it quickly to its phones, and eventually, render Google useless in Asia. Which is a big deal for America.

Yeah, this war won't go well for America. https://t.co/wR00KHexON","2019/5/22",1,-0.009100709,"China","Laiyang",36.9684,120.7084
"1053","@ADDISON396 Huawei 
He signed an executive order banning them from using any US technology 
So no more android since it's owned by Google and it's services (g mail, YouTube etc) 
Also it's going to affect their laptops since they can no longer work with Microsoft","2019/5/22",1,-0.040249224,"United States","Pella",41.4051,-92.9177
"1054","Google removes Huawei Mate 20 Pro from the Android Q Beta Program - https://t.co/aNdS2RFzO7","2019/5/22",4,0.4,"United States","Jeffersontown",38.2052,-85.57
"1055","Analysis: Huawei badly needs the Chinese government, tech rivals to back its OS plans https://t.co/naVYRNkRAA https://t.co/VGf0Bed8uN @ChannelNewsAsia","2019/5/22",1,-0.25,"United States","Los Angeles",34.1139,-118.4068
"1056","Huawei developed a 'plan B' operating system for smartphones in case it was banned by the US government from using Google products. Here's what we know about it so far. https://t.co/UKZUsDCcqd via @businessinsider","2019/5/22",1,-0.106600358,"United States","Byron",44.0379,-92.6411
"1057","Google just gave Huawei a wakeup call: #ai #deeplearning #iot Cc: @Mikequindazzi https://t.co/MmvOW6FBEm https://t.co/H2DMjxlapv","2019/5/22",2,0,"India","Rajapalaiyam",9.4204,77.58
"1058","@shawnhawaii ...Huawei Canada has announced it will continue to provide security updates and after sales services to all existing Huawei smartphones. They are also still able to get Google Apps updates and Android dispatches.","2019/5/22",2,0.089442719,"United States","Los Angeles",34.1139,-118.4068
"1059","Huawei is just the latest in a long line of setbacks for Google__ Android https://t.co/Koa7BmITXh","2019/5/22",4,-0.183532587,"China","Jiaxing",30.7704,120.75
"1060","I just changed my phone again because Huawei is banning Google from the phone. I l6got a new a Samsung galaxy i am so happy. But Huawei p30 lite is back in to the shop because it go to banning android Google YouTube Google maps email.","2019/5/22",2,0.14914882,"France","Ajaccio",41.9271,8.7283
"1061","Huawei CEO: Company__ New OS Will Run Android Apps https://t.co/asQug3G1uY","2019/5/22",2,0.206559112,"Indonesia","Manokwari",-0.8711,134.0693
"1062","Boo yeah ! 

Google you made a huge mistake https://t.co/leInAeZvin","2019/5/22",1,-0.213453742,"United States","South Bend",41.6771,-86.2692
"1063","[SciTech] Huawei users worried over Google ban__Africanews in English While Huawei said on Monday that it can still develop and use the Android system thanks to the open source license, users will lose access ... https://t.co/Vp2O3YmPOr via @theafricamentor #entrepreneur #africa","2019/5/22",2,-0.06761234,"United Kingdom","Knowsley",53.45,-2.85
"1064","Huawei is just the latest in a long line of setbacks for Google__ Android https://t.co/Koa7BmriyH","2019/5/22",4,-0.183532587,"China","Beijing",39.9289,116.3883
"1065","@Sihle_Nala So they'll continue offering the most basic Android OS to Huawei for time being until a different solution is reached. But I'm sure they'll find a way to serve Huawei.
Problem is Google is too big, so US gov will track it on what it dies next, may be punished if they play tricks","2019/5/22",2,-0.058514272,"China","Yunxian",32.8082,110.8136
"1066","How Google's Huawei license ban could change Android and smartphones forever 
https://t.co/LWugeDrbr7 https://t.co/mQcQZTMacK","2019/5/22",2,-0.114707867,"Indonesia","Timika",-4.5496,136.89
"1067","The US pressure on @Huawei will backfire on @google etc. China will fork #Android get full support from app developers and not look back","2019/5/22",2,-0.012241631,"United States","Lebanon",39.4251,-84.2136
"1068","Huawei developed a 'plan B' operating system for smartphones in case it was banned by the US government from using Google products. Here's what we know about it so far. https://t.co/MrAriQ6Cbo via @BusinessInsider","2019/5/22",1,-0.106600358,"United States","Pinecrest",25.665,-80.3042
"1069","@FidoSolutions Yes, again I am aware that Google is letting existing Huawei devices use google play services but it is unacceptable that a new $1000+ device that ships with Android Pie is going to be stuck on P instead of getting Q and whatever comes after.","2019/5/22",2,0.052174919,"United States","Tullahoma",35.372,-86.2173
"1070","Industry Top News: Google suspends Huawei's Android license. Article by @inkblotca for @MobileSyrup https://t.co/7MEyQUTs5B #google #Huawei #android #mobilemarket #devices","2019/5/22",4,0.176776695,"United States","Anacortes",48.4878,-122.6292
"1071","Alphabet-owned Google revoked Huawei__ Android license earlier this week, restricting it to using only the public, open-source version of the company__ operating system. The government later said it would grant a 90-day reprieve from penalties to some suppliers of Huawei,","2019/5/22",1,-0.016,"United Kingdom","Aylesbury",51.8167,-0.8
"1072","Alphabet-owned Google revoked Huawei__ Android license earlier this week, restricting it to using only the public, open-source version of the company__ operating system. The government later said it would grant a 90-day reprieve from penalties to some suppliers of Huawei,","2019/5/22",1,-0.016,"United States","Ambridge",40.5922,-80.2265
"1073","""Huawei will lose exsess to Google &amp; Android""

Me : Nonsense yonke leyo __, where the fuck am I gonna get R20k to buy another phone if dat shit true? https://t.co/XW8MV8Ub4o","2019/5/22",2,-0.311039691,"Japan","Matsumoto",36.2404,137.97
"1074","@THEDOGGMSHASHO Sad, Google is suspending Huawei's Android support and It would lose Google apps and future OS updates.__","2019/5/22",2,-0.058925565,"China","Chongqing",29.565,106.595
"1075","Google's Huawei ban: what does it mean for you? [Updated] https://t.co/nPEGKW7ZI3 

Let there be light and there's a glimmer of hope for Huawei owners","2019/5/22",1,0.031374534,"United States","Humble",29.9922,-95.2655
"1076","U.S. #Tech Suppliers, Including Google, Restrict Dealings With Huawei After Trump Order https://t.co/iXuctZoy1n #technology https://t.co/Q5psMyHVdm","2019/5/22",1,-0.030618622,"Iran","Khorramabad",33.4804,48.35
"1077","British mobile phone operators EE and Vodafone have removed Huawei phones from their 5G networks, after the Chinese group was hit by a US export ban that could stop it from using Google__ Android operating system. #China24x7
https://t.co/eRk1Snq4Rm","2019/5/23",1,-0.095833333,"Guinea","Conakry",9.5315,-13.6802
"1078","Google quietly removes Huawei Mate 20 Pro from list of manufacturers authorized to use Android Q. In the previously held Google I/O event, Huawei was among the list of companies which includes OnePlus, Transsion, Xiaomi, Sony and more. #China24x7","2019/5/23",2,0.158165886,"China","Datong",40.08,113.3
"1079","https://t.co/iWy3Q1oyUd

Short-sighted move by the US. China/Huawei will now 1) develop own OS as a global competitor to Android, 2) become self reliant on microchips, 3) engaged in retaliatory measures on the iPhone #tradewar","2019/5/23",3,0.098058068,"Kenya","Maralal",1.1105,36.68
"1080","Google Removes Huawei Mate 20 Pro from Android Q Beta | Beebom https://t.co/uWEE7yxjsW","2019/5/23",4,0.413118224,"France","Marseille",43.29,5.375
"1081","@XandsGFX @Nenoyt18L No. Huawei will no longer have rights to use Android Private source (Android belongs to Google) but Huawei stated that they will use Android Open Source (more vulnerable for to hackers)","2019/5/23",4,-0.082158384,"United States","Ferndale",48.8525,-122.5892
"1082","#trade Huawei unwanted: Asian shops shun phone trade-ins on Google suspension worries

Google has said it will comply with an order by U.S. President Donald Trump to stop supplying Huawei, meaning current owners of Huawei phones face being cut off from updates of the Android_","2019/5/23",2,-0.304950269,"United States","McPherson",38.3714,-97.6606
"1083","The recent ban on US companies working with Huawei and Google subsequently dropping Android support for future devices (and maybe current ones) is both interesting from the IT perspective and frustrating from the consumer one.","2019/5/23",2,0.084515425,"Korea, North","Haeju",38.0394,125.7144
"1084","Trying to sell smartphones without Google__ cooperation in the modern age is a spectrum that goes from bad to disastrous.If Amazon,with its clout and influence, couldn__ convince any app developers to build apps for its separate Amazon Appstore on Android,#Huawei stands NO chance https://t.co/2QrQ8zrxs8","2019/5/23",2,-0.085962641,"China","Changzhou",31.78,119.97
"1085","If Huawei can't contract with Google, it might be forced to develop an Android rival https://t.co/FDIEx9Tgrr via @bopinion","2019/5/23",1,-0.138580466,"United Kingdom","Coleraine",55.1349,-6.6687
"1086","US-China Trade War: Huawei Laptops Removed from Microsoft Store. https://t.co/C0yEGPXntf

&gt; Google ban Huawei by cut the Android License.
&gt; Panasonic also suspends transactions with Huawei
&gt; Huawei plans to develop own OS after restriction by US tech giants.

#Technology","2019/5/23",1,-0.100976058,"China","Shantou",23.37,116.67
"1087","US-China Trade War: Huawei Laptops Removed from Microsoft Store. https://t.co/otVGecCTlS

&gt; Google ban Huawei by cut the Android License.
&gt; Panasonic also suspends transactions with Huawei
&gt; Huawei plans to develop own OS after restriction by US tech giants.

#Technology","2019/5/23",1,-0.102867719,"Greece","Athens",37.9833,23.7333
"1088","Huawei__ Android replacement sounds a lot like the mysterious Google OS that might replace Android

https://t.co/bvKsrjokty","2019/5/23",1,0.022941573,"United States","Miami",25.784,-80.2102
"1089","Huawei Respond to Google's Suspension of Android Support #Huawei #Google @FaizelPatel143 

https://t.co/NMG7kqCFd0 https://t.co/TAjOlD6Elh","2019/5/23",2,0,"Japan","Obihiro",42.9304,143.17
"1090","Huawei Respond to Google's Suspension of Android Support #Huawei #Google @FaizelPatel143 

https://t.co/l9fsja2LgN https://t.co/IMeWTtl8cx","2019/5/23",2,0,"Guatemala","Escuintla",14.3004,-90.78
"1091","Huawei__ imminent Google ban is causing lots of its phones to be traded in _ Android Central https://t.co/zwBD0tCpcy","2019/5/23",2,-0.163663418,"United Kingdom","Camberwell",51.4736,-0.0916
"1092","Tech &gt; Android:Huawei reportedly in talks with Aptoide to find repl.. https://t.co/L1yMcsSWxW #tech https://t.co/rTujUveTx0","2019/5/23",3,0,"China","Linyi",35.08,118.33
"1093","@bopinion If #Huawei can't contract with #Google, it might be forced to develop an #Android rival 
I suggest to use #TIZEN &amp; #SAMSUNG Chips... https://t.co/iXvHzgwR4n","2019/5/23",1,-0.066340347,"Georgia","Rustavi",41.5704,45.05
"1094","If Huawei can't contract with Google, it might be forced to develop an Android rival https://t.co/n5bsOPLas4","2019/5/23",4,-0.145344419,"United States","Rockford",42.2598,-89.0641
"1095","If Huawei can't contract with Google, it might be forced to develop an Android rival https://t.co/cRjPI0eEuk","2019/5/23",1,-0.145344419,"United States","Rockton",42.45,-89.0631
"1096","@realDonaldTrump ...you and your cabinet are making the USA a non event to the world. Every vaccum that you create is taken by Russia or China. Huawei already has an Android replacement making Google less relevant in g the world. You will cost Google billions of dollars of unrecoverable losses","2019/5/23",2,0.028346717,"Iran","Qomsheh",32.0115,51.8597
"1097","Huawei is finished
 
Google has cut ties with them which means no Google services and no Android Updates on Huawei Phones 

Qualcomm which provides processors for phones has cut ties with Huawei

Intel which is basically a processor for PCs has cut ties white Huawei too 

#tech","2019/5/23",2,-0.051052747,"United States","Marysville",39.1518,-121.5836
"1098","If Huawei can't contract with Google, it might be forced to develop an Android rival https://t.co/tXcVcwCDbG via @bopinion","2019/5/23",1,-0.141841629,"United States","Crockett",31.3177,-95.4564
"1099","@AsoRock What are your plans towards Huawei phones currently been sold in Nigeria? Guess you are aware that the US Government has blacklisted Huawei and prohibited US Companies from doing business with them? Google will no longer have updates on Huawei phones using Android OS n ?","2019/5/23",2,-0.096896279,"United States","Ellenville",41.7009,-74.3609
"1100","@art2gee @Android @HuaweiMobile @Huawei @GadgetZA @Google @Microsoft @intel Very insightful piece, Arthur, the move in the long term will have very bad repercussions","2019/5/23",1,0.23882525,"United States","Concord",35.3933,-80.636
"1101","Huawei Smartphones Will Lose Google Android Software And Services, Reports Claim https://t.co/czL5I1Ckxh","2019/5/23",2,-0.060633906,"United States","Seattle",47.6211,-122.3244
"1102","Android Central: Huawei soon losing access to Android updates, Google apps, after Trump trade ban [Updated].
https://t.co/hA4VGnGbDV","2019/5/23",2,-0.16875,"United States","McKenzie",36.1371,-88.5076
"1103","Stop buying @Huawei @HuaweiMobile @HuaweiFacts Phones now. They're known for their tactics in espionage and data mining. #ChinesePhones #ChineseServers 

https://t.co/uT6GVYlNv4","2019/5/23",2,-0.13999313,"Japan","Sasebo",33.1631,129.7177
"1104","Google restricts Huawei access to Android after Donald Trump order https://t.co/xxNVcLrRkG","2019/5/23",1,-0.240535118,"Indonesia","Jayapura",-2.533,140.7
"1105","Huawei's Android loss: How it affects you https://t.co/Ljpbq31v4O &gt; The response should be interesting #Google #Huawei https://t.co/3R7L4lmDht","2019/5/23",2,0,"Kenya","Isiolo",0.3546,37.5822
"1106","Alphabet Scoop 055: Huawei drama, Glass Enterprise 2, Made by Google things
https://t.co/dUYj5YEITM #Android https://t.co/miXlB02e5c","2019/5/23",2,-0.053300179,"United States","Miami",25.784,-80.2102
"1107","Huawei's imminent Google ban is causing lots of its phones to be traded in - Android Central https://t.co/QrMliuo2ux","2019/5/23",4,-0.163663418,"United States","Boston",42.3188,-71.0846
"1108","__ [#Update 7: Carriers dropping #Huawei] #Google has revoked Huawei__ #Android license
#Mobile 

https://t.co/8a6TImClAW","2019/5/23",2,0,"Guinea-Bissau","Cacheu",12.269,-16.165
"1109","@u_khano @xeetechcare Will Huawei get access to Android and google backq","2019/5/23",2,0,"United States","Boston",42.3188,-71.0846
"1110","Huawei__ imminent Google ban is causing lots of its phones to be traded in _ Android Central https://t.co/muzdC4dqJb","2019/5/23",4,-0.163663418,"United States","Breaux Bridge",30.2829,-91.9043
"1111","@asifabbas36 @EhteshamShahzad @tomwarren about Huawei banned from US https://t.co/hMKCFRDonu
and about company Google blocked Huawei https://t.co/BVhi5So1TW
Everybody are discuss about huawei and 5 days ago I got notifications from Google about huawei too","2019/5/23",1,-0.221359436,"United States","Orland Hills",41.5905,-87.8413
"1112","#Huawei says its own operating system could be ready this year if it can__ use #Google or #Microsoft.
Yu stresses that Huawei would only launch its own OS if it were permanently banned from using Google__ #Android or Microsoft__ Windows.","2019/5/23",1,-0.147701909,"United States","Lufkin",31.3217,-94.7277
"1113","""U.S. Tech Suppliers, Including Google, Restrict Dealings With Huawei After Trump Order"" by ADAM SATARIANO, RAYMOND ZHONG and DAISUKE WAKABAYASHI via NYT https://t.co/BXCreFQTVg https://t.co/hNKmhJNdso","2019/5/23",1,-0.023211917,"United States","Twentynine Palms",34.1484,-116.0655
"1114","newscientist: Blacklisting Huawei from Android upgrades will end up hurting Google https://t.co/VsSstIiQPj https://t.co/34i3fOHtCf","2019/5/23",2,-0.223606798,"United States","Carlinville",39.2774,-89.8762
"1115","Huawei flagships without Google or Android? This is everything you need to know.Fingers crossed Huawei can resolve things. For the sake of competition.Sources:https://t.co/QjXD1z59f3...
https://t.co/DdURtUHaml","2019/5/23",4,0.05088597,"Gambia, The","Kanifing",13.4464,-16.6744
"1116","Blacklisting Huawei from Android upgrades will end up hurting Google https://t.co/12lYIOQJZP https://t.co/qnrKZ15Pmk","2019/5/23",2,-0.229415734,"United States","Clinton",35.0005,-78.3312
"1117","After Google revoked Android
license for Huawei products, Microsoft has now reportedly removed Huawei laptops from its e-store.
#huaweimatebookxpro #huaweiban
https://t.co/esKzjvrcGK","2019/5/23",2,0,"China","Shanghai",31.2165,121.4365
"1118","Google vs Huawei: why Android could be the big loser in the end #trendlynews https://t.co/9ceuFdHaoQ","2019/5/23",4,-0.058925565,"United States","Fort Bragg",39.4414,-123.8033
"1119","#Google bans #Huawei from accessing #Android &amp; its licensed apps

More: https://t.co/RKHiF0dNsn

#Security #China #PlayStore #Tech #Intel #Broadcom #Qualcomm #hack #hacking #info #information #infosec #security","2019/5/23",2,-0.018569534,"China","Dunhuang",40.1427,94.662
"1120","Google suspends Android updates and support for Huawei, Intel &amp; Microsoft join in https://t.co/t5WSmq5ZDw","2019/5/23",2,0.1720618,"China","Beijing",39.9289,116.3883
"1121","How Google's Huawei license ban could change Android and smartphones forever https://t.co/uSHFP7n4Ic #GB https://t.co/WKXCZ1fw1Q","2019/5/23",1,-0.102062073,"United States","Seagoville",32.653,-96.5455
"1122","Google pulls Huawei's Android license: 5 reasons not to panic (yet) if you own a Huawei phone https://t.co/S02W1VqtO4 #GB https://t.co/QemUNKQXRa","2019/5/23",2,0.153960072,"Canada","Cap-Chat",49.1,-66.6833
"1123","@HuaweiMobile @HuaweiPhones
@Huawei
You need to act asap! because I use a Huawei phone and I love Google and Android and if the USA bans companies from doing business with Huawei, then it becomes a big problem. Please do something.","2019/5/23",2,0.207924701,"Jordan","Irbid",32.55,35.85
"1124","Google Blocks Android From Huawei. Here__ What That Means For Your Phone.
https://t.co/FHyZ1Fs5Cs https://t.co/E9wc2TQ1o2 #IFLScience","2019/5/23",2,-0.089442719,"Greece","Larissa",39.6304,22.42
"1125","In a year or so, with Apps the same, the UI the same, and the hardware better? Can they really tell whether the phone is powered by Google__ Android Mobile release or Huawei__ release? https://t.co/cR3WB9orjc","2019/5/23",1,0.064676167,"United States","Rockford",43.1267,-85.5582
"1126","It's more than that... Apple ____  Huawei ____ https://t.co/VSmxmY5FlE","2019/5/23",1,0,"United States","Ridgewood",40.9822,-74.1127
"1127","WATCH: Google and Android system start to cut ties with Huawei #jakpost https://t.co/pNkN4U9Sl6","2019/5/23",1,-0.058925565,"United States","Santa Clarita",34.4155,-118.4992
"1128","USA has banned huawei from doing the the bussines as huawei is big billionaire company and has lot of phones running on android in that case Google has also step back and after 90 days from today they will provide no support to huawei or honor phones . What you guys think? https://t.co/BfNHM2qTL3","2019/5/23",2,-0.149899322,"United States","Pelham",33.3116,-86.7573
"1129","@matvelloso Its a great idea but @microsoft is also in amercia like @google so its follows the same law. Huawei should just fork the android os and create its own version with its own app store etc to rival google","2019/5/23",2,0.095599418,"Croatia","Rijeka",45.33,14.45
"1130","Huawei__ Android replacement sounds a lot like the Mysterious Google OS that might replace Android

https://t.co/0PbMXw6Sm5

#huaweiban #Android #news
#Huawei #hacking #Hacker #UpdateBlog #ModiAaRahaHai #Modi #modiphirse #ModiTsunami #Trending #techrealworld https://t.co/mbQRxa0Gso","2019/5/23",4,0.081110711,"United States","Eau Claire",44.8203,-91.4951
"1131","ok no bc google and android broke up with huawei","2019/5/23",2,0.237170825,"United States","Coshocton",40.2619,-81.848
"1132","Everything that happened on #Huawei__ Wednesday from hell
#google #Android  https://t.co/3txFHVmQTi","2019/5/23",1,-0.213808994,"United States","Clarinda",40.738,-95.034
"1133","Ultra biasness, they should focus their energy on #Huawei #Iphone google and android battle https://t.co/m3ogVvKICN","2019/5/23",1,0.022941573,"United States","Bradley",41.1643,-87.8451
"1134","#HUAWEI UPDATE __
'#Google has zero motivation to block us. We are working closely with Google to find out how Huawei can handle the situation and the impact from the U.S. Department of Commerce decision_ - Huawei EU chief, Abraham Liu
#tradewar #huaweiban
https://t.co/L1wJVPZZGR","2019/5/23",2,0.062211171,"Equatorial Guinea","Luba",3.45,8.55
"1135","Google Will Now Hold Off Its Suspension of Android Services to Huawei for 90 Days

https://t.co/MHSaaGEDT0
#huaweiban #HuaweiP30Series #Android #googlenews #newspoll #AlertasTransito #hacking #Hacker #techrealworld #UpdateBlog #updates #Google https://t.co/BkvSkS3HOW","2019/5/23",2,-0.083333333,"India","Panipat",29.4004,76.97
"1136","@Android @HuaweiIndia What about the updates on those apps? As after 90 days period Huawei will not have any support from app store neither from any other service by Google. Without the updates it will be a huge concern to all of us customers.","2019/5/23",2,-0.133481847,"China","Changsha",28.2,112.97
"1137","Huawei will launch its OS by this year if can__ use Android or Windows: Says CEO #Huawei #Android #Google #Windows #Microsoft #Hongmeng #HongMeng https://t.co/0Rdd1YRhQl","2019/5/23",1,-0.018898224,"United States","Richmond Heights",38.6309,-90.3332
"1138","Google has said it will comply with a US order to stop supplying Huawei, meaning current owners of Huawei phones face being cut off from updates of the Android operating system from late August. New phones will lose access to popular apps such as YouTube and Chrome.","2019/5/23",2,0.068434438,"United States","Lafayette",30.2083,-92.0322
"1139","Chinese tech giant Huawei has developed its own operating system as a 'plan B' in case it's barred by the US government from using Google and Microsoft products https://t.co/ZsdmDcbefz","2019/5/23",1,-0.176776695,"United Kingdom","Haddington",55.9333,-2.7667
"1140","@Twitter

Google halts some business with Huawei as blacklist spreads
https://t.co/SoPbGwwUOj","2019/5/23",2,0,"United States","Mineola",40.7469,-73.6392
"1141","as one of the US Company, Google must comply with the regulations. And they are analyzing the impact of this due course. I just can't imagine how Android without Google, then again Huawei as China Tech, slowly but sure creating their own ""google"" and...","2019/5/23",2,0.012121166,"India","Muzaffarnagar",29.485,77.695
"1142","___Le plan B de #Huaweiâ¤µï_
https://t.co/BD3dTgfl6i
#OS #android #mobile #smartphone #opensource #Google #USA #sÃ©curitÃ© #cybersÃ©curitÃ© #IT #tech #numÃ©rique #digital #tÃ©lÃ©phone #application #app #appli #PlayStore https://t.co/MGri8qXhWo","2019/5/23",2,0,"Australia","Sydney",-33.92,151.1852
"1143","@Xiaomi @XMenMovies Like Huawei the days of Xiaomi are also counted and can be blocked from Google and android. For your own safety Stop buying any Chinese phone.","2019/5/23",2,0.078137453,"French Guiana","Roura",4.73,-52.33
"1144","@AMDBarakat @Huawei Almost every computer in the world depends on Microsoft.. Every people has a smart phone based on Android. Everybody(except china) use google.. And..All of these are under control of Trump.. How can other people trust this thing after this thing?","2019/5/23",2,0.053262724,"China","Wafangdian",39.6259,121.996
"1145","The action by U.S dictator Trump forcing Google to withdraw Android services from HUAWEI sets a dangerous precedent that commands condemnation from the International community.  86% of the mobile market use Android.  What APPLE competitor next does Trump want to destroy?","2019/5/23",2,-0.184336348,"United Kingdom","Bristol",51.45,-2.5833
"1146","At the center of the disagreement btwn Huawei and Google (android), concerns over data protection has become a major issue. How is Kenya handling data protection? Especially with the recent Huduma Number https://t.co/MFpZVXOs1a","2019/5/23",3,0.060418071,"Kyrgyzstan","Karakol",42.492,78.3818
"1147","#Huawei is just the latest in a long line of setbacks for #Google 's #Android - https://t.co/iw0EDVn7uf #Technology","2019/5/23",4,-0.149240501,"United States","Taft",35.1267,-119.4242
"1148","@Android @MaxisListens Phew. Just got my Huawei phone. Will sucks if its not working, cause Google....","2019/5/23",2,-0.176776695,"Italy","Verona",45.4404,10.99
"1149","@Huawei work with @xdadevelopers, @github and Indian developers  to develop a great open source ecosystem that is android compatible with frequent security updates. Hopefully @Google can also contribute to the ecosystem. No one country should ever again have control.","2019/5/23",2,0.258823069,"India","Kota",25.18,75.835
"1150","#Huawei is just the latest in a long line of setbacks for #Google__ Android | #InnovatorsMindset #PlatformEconomy #PlatformFinance #GeoMarketing #BusinessModels #NumbersCount #MarketsDimension #Retail https://t.co/m2HRTH8vXJ via @VentureBeat","2019/5/23",4,-0.146059349,"United States","Miami",25.784,-80.2102
"1151","@Chuchungaye @Waspapping_ Huawei are in Big Trouble now, They only Have 90 Day Notice from Google, No more Android OS on Huawei future phones, and no Updates for Already Released Phone.","2019/5/23",2,-0.045643546,"India","Kanchipuram",12.8337,79.7167
"1152","Huawei is just the latest in a long line of setbacks for Google__ Android

It has been a tumultuous week for Huawei, to put it mildly.

Last Thursday, the U.S. added the Chinese tech titan to a trade blacklist... https://t.co/adGVPrDvzg","2019/5/23",1,-0.084983659,"United States","Summit",40.7154,-74.3647
"1153","@0fficialnaif Huawei are in Big Trouble now, They only Have 90 Day Notice from Google, No more Android OS on Huawei future phones, and no Updates for Already Released Phone.","2019/5/23",2,-0.046423835,"Jordan","Jarash",32.2808,35.8993
"1154","Noted that the Huawei v US issues extends beyond Google__ recent Android ban. They also may include Huawei__ laptop US suppliers eg Microsoft, Intel, etc. __","2019/5/23",1,0.017265016,"United States","Chillicothe",39.3393,-82.9937
"1155","Huawei was banned, causing a ripple effect over the company__ ties with Google and Android.
#TrupmvsHuawei","2019/5/23",2,-0.129099445,"Indonesia","Nabire",-3.3515,135.5134
"1156","Watch ""Google BLOCKS Huawei from Android - What You Need to Know! _ | The Tech Chap"" on YouTube https://t.co/US0LJlEvT4","2019/5/23",2,-0.090453403,"Ireland","Longford",53.7333,-7.8
"1157","@ShingetsuNews Google partly banns Android services on Huawei. It shocked me a lot.. I'm quite afraid if US government wants to eliminate the other Chinese mobile-phone makers using Android, like Oppo, Xiaomi Smartisan or Vivo. All of them are already positioned as next to Huawei in Asia.","2019/5/23",3,-0.147126756,"United Kingdom","Merthyr Tudful",51.75,-3.3833
"1158","#google #huawei #google
I am using Huawei android to delete us ... Apple use? Turkey also does not cause Google phones? We don't want to use Samsung ...","2019/5/23",3,0,"India","Nanded",19.17,77.3
