,id,title,original_title,homepage,original_language,overview,tagline,popularity,release_date,runtime,status,vote_count,vote_average,budget,revenue
1467,10436,The Age of Innocence,The Age of Innocence,,en,"Tale of 19th century New York high society in which a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman's cousin.",In a world of tradition. In an age of innocence. They dared to break the rules.,9.133747,1993/9/17,139,Released,169,7,34000000,32255440
2865,227719,Project Almanac,Project Almanac,http://www.projectalmanac.com/,en,"A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.",Today is better the second time around,32.940597,2015/1/30,106,Released,933,6.4,12000000,32248241
4014,181330,Kevin Hart: Let Me Explain,Kevin Hart: Let Me Explain,http://kevinhartnation.com/portfolio/let-me-explain-2012/,en,"Captures the laughter, energy and mayhem from Hart's 2012 ""Let Me Explain"" concert tour, which spanned 10 countries and 80 cities, and generated over $32 million in ticket sales.",Witness the rise of a legend,9.799357,2013/7/3,74,Released,95,7.1,0,32230907
3210,1547,The Lost Boys,The Lost Boys,,en,A mother and her two teenage sons move to a seemingly nice and quiet small coastal California town yet soon find out that it's overrun by bike gangs and vampires. A couple of teenage friends take it upon themselves to hunt down the vampires that they suspect of a few mysterious murders and restore peace and calm to their town.,Sleep all day. Party all night. Never grow old. Never die. It's fun to be a vampire.,24.750909,1987/7/31,97,Released,538,6.8,8500000,32222567
2198,81796,Lockout,Lockout,http://www.lockoutfilm.com/,en,"Set in the near future, Lockout follows a falsely convicted ex-government agent , whose one chance at obtaining freedom lies in the dangerous mission of rescuing the President's daughter from rioting convicts at an outer space maximum security prison.",Take no prisoners.,35.232278,2012/4/12,95,Released,715,5.8,20000000,32204030
1346,2155,Reindeer Games,Reindeer Games,,en,"After assuming his dead cellmate's identity to get with his girlfriend, an ex-con finds himself the reluctant participant in a casino heist.",The trap is set. The game is on.,11.470135,2000/2/25,124,Released,173,5.4,42000000,32168970
3002,10163,The Lawnmower Man,The Lawnmower Man,,en,A simple man is turned into a genius through the application of computer science.,God made him simple. Science made him a god.,10.125029,1992/3/5,108,Released,197,5.4,10000000,32101000
1275,1272,Sunshine,Sunshine,,en,"Fifty years into the future, the sun is dying, and Earth is threatened by arctic temperatures. A team of astronauts is sent to revive the Sun �?but the mission fails. Seven years later, a new team is sent to finish the mission as mankind’s last hope.","If the sun dies, so do we.",51.502884,2007/4/5,107,Released,1182,7,50000000,32017803
2153,38303,You Again,You Again,,en,"History -- make that high school -- may repeat itself when Marni learns that Joanna, the mean girl from her past, is set to be her sister-in-law. Before the wedding bells toll, Marni must show her brother that a tiger doesn't change its stripes. On Marni's side is her mother, while Joanna's backed by her wealthy aunt.",What doesn't kill you... is going to marry your brother.,19.962713,2010/9/24,105,Released,368,6,20000000,32005248
2170,539,Psycho,Psycho,,en,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother. The place seems quirky, but fine�?until Marion decides to take a shower.",The master of suspense moves his cameras into the icy blackness of the unexplored!,93.067866,1960/6/16,109,Released,2320,8.2,806948,32000000
3722,375290,Airlift,Airlift,,hi,"When Iraq invades Kuwait in August, 1990, a callous Indian businessman becomes the spokesperson for more than 170,000 stranded countrymen.","170,000 Refugees, 488 Flights, 59 Days, 1 Man",2.551559,2016/1/22,126,Released,57,7.3,4500000,32000000
3733,3040,Night Watch,Ночной дозор,,ru,"Among normal humans live the ""Others"" possessing various supernatural powers. They are divided up into the forces of light and the forces of the dark, who signed a truce several centuries ago to end a devastating battle. Ever since, the forces of light govern the day while the night belongs to their dark opponents. In modern day Moscow the dark Others actually roam the night as vampires while a ""Night Watch"" of light forces, among them Anton, the movie's protagonist, try to control them and limit their outrage",All That Stands Between Light And Darkness Is The Night Watch.,12.540624,2004/6/27,114,Released,210,6.3,4200000,32000000
2311,23082,The Invention of Lying,The Invention of Lying,http://the-invention-of-lying.warnerbros.com/,en,"Set in a world where the concept of lying doesn't exist, a loser changes his lot when he invents lying and uses it to get ahead.",In a world where everyone can only tell the truth... This guy can lie.,16.665841,2009/9/13,100,Released,518,6,18500000,31912793
1623,239566,Get on Up,Get on Up,,en,A chronicle of James Brown's rise from extreme poverty to become one of the most influential musicians in history.,The Funk Don't Quit,13.064264,2014/8/1,139,Released,158,6.4,0,31911598
3423,11033,Dressed to Kill,Dressed to Kill,,en,"A mysterious, tall, blonde woman, wearing sunglasses murders one of a psychiatrist's patients, and now she's after the prostitute who witnessed it.",The Latest Fashion In Murder,11.208769,1980/6/25,105,Released,157,6.8,6500000,31899000
1510,11519,1941,1941,,en,"It's been six days since the attack on Pearl Harbor. Panic grips California, supposedly the next target of the Japanese forces. Everywhere in California, people are suffering from war nerves. Chaos erupts all over the state. An Army Air Corps Captain, a civilian with a deranged sense of Nationalism, civilian defenders, and a Motor Pool crew all end up chasing a Japanese sub planning to attack LA.",Paranoia meets pandemonium.,10.032626,1979/12/13,113,Released,143,5.6,35000000,31755742
3594,122081,Spring Breakers,Spring Breakers,http://www.springbreakersmovie.com/,en,"After four college girls rob a restaurant to fund their spring break in Florida, they get entangled with a weird dude with his own criminal agenda.",A little sun can bring out your dark side.,62.554173,2013/1/24,94,Released,1551,5,5000000,31724284
763,17332,The Soloist,The Soloist,http://www.soloistmovie.com,en,"A Los Angeles journalist befriends a homeless Juilliard-trained musician, while looking for a new article for the paper.",Life has a mind of its own,17.299333,2009/4/24,109,Released,234,6.6,60000000,31720158
2140,20391,Paint Your Wagon,Paint Your Wagon,,en,"A Michigan farmer and a prospector form a partnership in the California gold country. Their adventures include buying and sharing a wife, hijacking a stage, kidnapping six prostitutes, and turning their mining camp into a boom town. Along the way there is plenty of drinking, gambling, and singing. They even find time to do some creative gold mining.",Stake Your Claim To The Musical Goldmine of '69!,7.902536,1969/10/15,158,Released,63,6.2,20000000,31678778
2929,10156,History of the World: Part I,History of the World: Part I,,en,"An uproarious version of history that proves nothing is sacred �?not even the Roman Empire, the French Revolution and the Spanish Inquisition.","Ten million years in the making. The truth, the whole truth, and everything, but the truth!",14.282314,1981/6/12,92,Released,204,6.5,11000000,31672907
1235,1833,Rent,Rent,http://www.sonypictures.com/movies/rent/,en,"This rock opera tells the story of one year in the life of a group of bohemians struggling in modern day East Village New York. The story centers around Mark and Roger, two roommates. While a former tragedy has made Roger numb to life, Mark tries to capture it through his attempts to make a film. In the year that follows, the group deals with love, loss, AIDS, and modern day life.",No day but today.,10.433667,2005/11/23,135,Released,155,6.7,40000000,31670620
1726,11780,Rob Roy,Rob Roy,,en,"In the highlands of Scotland in the 1700s, Rob Roy tries to lead his small town to a better future, by borrowing money from the local nobility to buy cattle to herd to market. When the money is stolen, Rob is forced into a Robin Hood lifestyle to defend his family and honour.",Honor made him a man. Courage made him a hero. History made him a legend.,10.703456,1995/4/13,139,Released,148,6.5,28000000,31596911
3754,512,Scoop,Scoop,http://www.scoopmovie.net/,en,"An American journalism student in London scoops a big story, and begins an affair with an aristocrat as the incident unfurls.",The perfect man. The perfect story. The perfect murder.,17.229537,2006/7/27,96,Released,420,6.4,4000000,31584901
2477,19994,Jennifer's Body,Jennifer's Body,,en,A newly possessed cheerleader turns into a killer who specializes in offing her male classmates. Can her best friend put an end to the horror?,She's evil... and not just high school evil.,32.257414,2009/9/18,100,Released,837,5.3,16000000,31556061
2588,157849,A Most Wanted Man,A Most Wanted Man,,en,"When a half-Chechen, half-Russian, tortured half-to-death immigrant turns up in Hamburg's Islamic community, laying claim to his father's ill gotten fortune, both German and US security agencies take a close interest: as the clock ticks down and the stakes rise, the race is on to establish this most wanted man's true identity - oppressed victim or destruction-bent extremist?",,26.708193,2014/7/25,121,Released,541,6.5,15000000,31554855
2859,3635,Girl with a Pearl Earring,Girl with a Pearl Earring,,en,"This film, adapted from a work of fiction by author Tracy Chevalier, tells a story about the events surrounding the creation of the painting ""Girl With A Pearl Earring"" by 17th century Dutch master Johannes Vermeer. A young peasant maid working in the house of painter Johannes Vermeer becomes his talented assistant and the model for one of his most famous works.",Discover the mystery behind the legend.,19.944479,2003/8/31,101,Released,377,6.4,0,31466789
3362,12573,A Serious Man,A Serious Man,,en,"A Serious Man is the story of an ordinary man's search for clarity in a universe where Jefferson Airplane is on the radio and F-Troop is on TV. It is 1967, and Larry Gopnik, a physics professor at a quiet Midwestern university, has just been informed by his wife Judith that she is leaving him. She has fallen in love with one of his more pompous acquaintances Sy Ableman.",...seriously!,23.612409,2009/10/2,105,Released,483,6.6,7000000,31430334
2803,23631,Machete,Machete,http://www.vivamachete.com/,en,"After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss.",He was given an offer he couldn't refuse...,26.396191,2010/9/1,105,Released,1150,6.3,20000000,31327899
2833,19084,Johnson Family Vacation,Johnson Family Vacation,,en,"AAA can't help the roadside emergency that is the JOHNSON FAMILY VACATION. Even the on-board navigation system has a meltdown on Nate Johnson and his family's cross-country trek to their annual family reunion/grudge match. Reluctantly along for the ride are Nate's wife, who's only in it for the kids; their rapper-wannabe son; their teenage daughter who's fashioned herself as the next Lolita; and their youngest, whose imaginary dog Nate just can't seem to keep track of. Can the Johnsons survive each other and all the obstacles the road throws at them to make it to Caruthersville, Missouri? Can they find Missouri?",Take the ride.,4.623609,2004/4/7,97,Released,30,4.7,12000000,31179516
2834,8386,How High,How High,http://www.howhighmovie.com/,en,"Multi-platinum rap superstars Redman and Method Man star as Jamal and Silas, two regular guys who smoke something magical, ace their college entrance exams and wind up at Harvard. Ivy League ways are strange but Silas and Jamal take it in a stride -- until their supply of supernatural smoke runs dry. That's when they have to start living by their wits and rely on their natural resources to make the grade.",They've got their degrees all rolled up.,11.510281,2001/12/21,93,Released,218,6.3,12000000,31155435
1644,13150,Pride and Glory,Pride and Glory,http://www.prideandglorymovie.com/,en,"A saga centered on a multi-generational family of New York City Police officers. The family's moral codes are tested when Ray Tierney, investigates a case that reveals an incendiary police corruption scandal involving his own brother-in-law. For Ray, the truth is revelatory, a Pandora's Box that threatens to upend not only the Tierney legacy but the entire NYPD.",Truth. Honor. Loyalty. Family. What are you willing to sacrifice?,10.703602,2008/9/9,130,Released,240,6.3,30000000,31148328
1431,49526,Premium Rush,Premium Rush,http://www.premiumrush.com/,en,"In Manhattan, a bike messenger picks up an envelope that attracts the interest of a dirty cop, who pursues the cyclist throughout the city.",Ride Like Hell,17.709888,2012/8/24,91,Released,832,6.2,35000000,31083599
1633,9920,Ultraviolet,Ultraviolet,http://www.sonypictures.com/movies/ultraviolet/,en,"In the late 21st century, a subculture of humans have emerged who have been modified genetically by a vampire-like disease, giving them enhanced speed, incredible stamina and acute intelligence. As they are set apart from ""normal"" and ""healthy"" humans, the world is pushed to the brink of worldwide civil war  aimed at the destruction of the ""diseased"" population. In the middle of this crossed-fire is - an infected woman - Ultraviolet, who finds herself protecting a nine-year-old boy who has been marked for death by the human government as he is believed to be a threat to humans.",The blood war is on.,15.89534,2006/3/3,87,Released,458,4.8,30000000,31070211
3860,12535,High Anxiety,High Anxiety,,en,"Dr. Richard Thorndyke arrives as new administrator of the Psychoneurotic Institute for the Very, VERY Nervous to discover some suspicious goings-on. When he's framed for murder, Dr. Thorndyke must confront his own psychiatric condition, ""high anxiety,"" in order to clear his name.",The Master of Comedy takes on The Master of Suspense!,5.690619,1977/12/25,94,Released,84,6.5,3400000,31063038
2469,10956,Joe Dirt,Joe Dirt,,en,"Joe Dirt is a janitor with a mullet hairdo, acid-washed jeans and a dream to find the parents that he lost at the Grand Canyon when he was a belligerent, trailer park-raised eight-year-old. Now, blasting Van Halen in his jacked-up economy car, the irrepressibly optimistic Joe hits the road alone in search of his folks.",He Came. He Cleaned. He Conquered.,15.976335,2001/4/10,91,Released,242,5.5,17700000,30987695
1079,841,Dune,Dune,,en,"In the year 10,191, the world is at war for control of the desert planet Dune �?the only place where the time-travel substance 'Spice' can be found. But when one leader gives up control, it's only so he can stage a coup with some unsavory characters.","A world beyond your experience, beyond your imagination.",25.876582,1984/12/14,137,Released,562,6.5,40000000,30925690
3159,30497,The Texas Chain Saw Massacre,The Texas Chain Saw Massacre,,en,Five friends visiting their grandfather's house in the country are hunted and terrorized by a chain-saw wielding killer and his family of grave-robbing cannibals.,Who will survive and what will be left of them?,29.262427,1974/10/1,83,Released,590,7.2,85000,30859000
2556,2493,The Princess Bride,The Princess Bride,,en,"In this enchantingly cracked fairy tale, the beautiful Princess Buttercup and the dashing Westley must overcome staggering odds to find happiness amid six-fingered swordsmen, murderous princes, Sicilians and rodents of unusual size. But even death can't stop these true lovebirds from triumphing.",It's as real as the feelings you feel.,44.533612,1987/9/18,98,Released,1486,7.6,16000000,30857814
776,137321,Winter's Tale,Winter's Tale,http://www.winterstalemovie.com/,en,"A burglar falls for an heiress as she dies in his arms. When he learns that he has the gift of reincarnation, he sets out to save her.",This is not a true story. This is true love.,22.736038,2014/2/13,118,Released,487,6,60000000,30800231
2685,11586,Exorcist II: The Heretic,Exorcist II: The Heretic,,en,"Bizarre nightmares plague Regan MacNeil four years after her possession and exorcism. Has the demon returned? And if so, can the combined faith and knowledge of a Vatican investigator and a hypnotic research specialist free her from its grasp?",It's four years later... what does she remember?,11.543363,1977/6/17,118,Released,133,4.5,14000000,30749142
3004,1832,Dogma,Dogma,http://www.dogma-movie.com/,en,"The latest battle in the eternal war between Good and Evil has come to New Jersey in the late, late 20th Century. Angels, demons, apostles and prophets (of a sort) walk among the cynics and innocents of America and duke it out for the fate of humankind.",It can be Hell getting into Heaven,14.543435,1999/11/12,130,Released,823,6.8,10000000,30652890
3866,598,City of God,Cidade de Deus,http://cidadededeus.globo.com/,pt,"Cidade de Deus is a shantytown that started during the 1960s and became one of Rio de Janeiro’s most dangerous places in the beginning of the 1980s. To tell the story of this place, the movie describes the life of various characters, all seen by the point of view of the narrator, Buscapé. Buscapé was raised in a very violent environment. Despite the feeling that all odds were against him, he finds out that life can be seen with other eyes: The eyes of an artist. By accident, he becomes a professional photographer, gaining his freedom.","If you run you're dead... if you stay, you're dead again. Period.",44.356711,2002/2/5,130,Released,1814,8.1,3300000,30641770
1980,70868,I Don't Know How She Does It,I Don't Know How She Does It,http://www.weinsteinco.com/#/film/idontknowhow,en,"A comedy centered on the life of Kate Reddy, a finance executive who is the breadwinner for her husband and two kids.","If it were easy, men would do it too.",8.630825,2011/9/16,89,Released,141,5,24000000,30551495
1649,11400,The New World,The New World,,en,A drama about explorer John Smith and the clash between Native Americans and English settlers in the 17th century.,"Once discovered, it was changed forever.",19.106154,2005/12/25,135,Released,330,6.4,30000000,30536013
1808,238615,Self/less,Self/less,http://selflessmovie.tumblr.com/,en,An extremely wealthy elderly man dying from cancer undergoes a radical medical procedure that transfers his consciousness to the body of a healthy young man but everything may not be as good as it seems when he starts to uncover the mystery of the body's origins and the secret organization that will kill to keep its secrets.,God Created Man. Man Created Immortality.,66.097437,2015/7/10,116,Released,1091,6.3,26000000,30523226
4201,11426,From Here to Eternity,From Here to Eternity,,en,"In 1941 Hawaii, a private is cruelly punished for not boxing on his unit's team, while his captain's wife and second in command are falling in love.",Pouring out of impassioned pages...brawling their way to greatness on the screen!,6.915201,1953/8/4,118,Released,133,7.2,1650000,30500000
4066,8329,[REC],[REC],http://www.3l-filmverleih.de/rec,es,A television reporter and cameraman follow emergency workers into a dark apartment building and are quickly locked inside with something terrifying.,One witness. One camera,31.691617,2007/4/10,78,Released,934,7.1,1500000,30448000
2197,63492,What's Your Number?,What's Your Number?,http://www.whatsyournumbermovie.com/,en,"Ally Darling (Anna Faris) is realizing she's a little lost in life. Her latest romance has just fizzled out, and she's just been fired from her marketing job. Then she reads an eye-opening magazine article that warns that 96 percent of women who've been with 20 or more lovers are unlikely to find a husband. Determined to turn her life around and prove the article wrong, Ally embarks on a mission to find the perfect mate from among her numerous ex-boyfriends.",Ally's looking for the best ex of her life.,19.220789,2011/9/30,106,Released,671,6.2,20000000,30426096
783,210860,Mortdecai,Mortdecai,http://mortdecaithemovie.com/,en,"Art dealer, Charles Mortdecai, searches for a stolen painting rumored to contain a secret code that gains access to hidden Nazi gold.",Sophistication Has a Name.,52.417529,2015/1/21,106,Released,1055,5.4,60000000,30418560
1906,10591,The Girl Next Door,The Girl Next Door,,en,"Exceptionally ambitious high schooler Matthew has aspirations for a career in politics when he falls in love with his gorgeous 19-year-old neighbor, Danielle. But Matthew's bright future is jeopardized when he finds Danielle was once a porn star. As Danielle's past catches up with her, Matthew's love for her forces him to re-evaluate his goals.",Matt never saw her coming... but all his friends had!,39.784026,2004/4/9,108,Released,824,6.3,25000000,30411183
2825,10269,Yentl,Yentl,,en,A Jewish girl disguises herself as a boy to enter religious training.,,3.389249,1983/11/18,132,Released,51,6.2,12000000,30400000
1417,94348,Alex Cross,Alex Cross,,en,"After Washington DC detective Alex Cross is told that a family member has been murdered, he vows to track down the killer. He soon discovers that she was not his first victim and that things are not what they seem.",Don't Ever Cross Alex Cross,14.513243,2012/10/18,101,Released,300,5.1,45000000,30353232
2415,9429,A Night at the Roxbury,A Night at the Roxbury,,en,"Despite being well into adulthood, brothers Doug and Steve Butabi still live at home and work in the flower shop owned by their dad. They exist only to hit on women at discos, though they're routinely unsuccessful until a chance run-in with Richard Grieco gets them inside the swank Roxbury club. Mistaken for high rollers, they meet their dream women, Vivica and Cambi, and resolve to open a club of their own.",Score!,12.709227,1998/10/1,81,Released,198,5.9,17000000,30331165
969,9691,Assassins,Assassins,,en,"Assassin Robert Rath arrives at a funeral to kill a prominent mobster, only to witness a rival hired gun complete the job for him -- with grisly results. Horrified by the murder of innocent bystanders, Rath decides to take one last job and then return to civilian life. But finding his way out of the world of contract killing grows ever more dangerous as Rath falls for his female target and becomes a marked man himself.","In the shadows of life, In the business of death, One man found a reason to live...",23.073933,1995/10/6,132,Released,387,6,50000000,30303072
2557,14047,The Great Debaters,The Great Debaters,,en,The true story of a brilliant but politically radical debate team coach who uses the power of words to transform a group of underdog African American college students into an historical powerhouse that took on the Harvard elite.,"When the nation was in need, he inspired them to give us hope.",10.84158,2007/12/27,126,Released,151,6.9,15000000,30226144
1234,11398,The Art of War,The Art of War,,en,"When ruthless terrorists threaten to bring down the United Nations, they frame the one man they believe can stop them: an international security expert named Shaw. Now he must run from his own allies and become a solitary force for good, as he tries to stop what could become World War III.",Who is your foe?,7.832337,2000/8/23,117,Released,135,5.6,40000000,30199105
2562,232679,When the Game Stands Tall,When the Game Stands Tall,,en,A young coach turns a losing high school football program around to go undefeated for 12 consecutive seasons.,"Its Not How Hard You Fall, Its How You Get Back Up",7.297757,2014/8/22,115,Released,130,6.3,15000000,30127963
1654,11058,Godsend,Godsend,,en,"A couple agree to have their deceased son cloned under the supervision of an enigmatic doctor, but bizarre things start to happen years after his rebirth.","When a miracle becomes a nightmare, evil is born.",12.10235,2004/4/30,102,Released,114,4.7,25000000,30114487
2470,9594,Double Impact,Double Impact,,en,"Jean Claude Van Damme plays a dual role as Alex and Chad, twins separated at the death of their parents. Chad is raised by a family retainer in Paris, Alex becomes a petty crook in Hong Kong. Seeing a picture of Alex, Chad rejoins him and convinces him that his rival in Hong Kong is also the man who killed their parents. Alex is suspicious of Chad, especially when it comes to his girlfriend.",Two brothers separated by the violence. Now together in a mission of revenge.,10.484642,1991/8/10,110,Released,215,5.3,15000000,30102717
3007,10135,Road House,Road House,,en,"The Double Deuce is the meanest, loudest and rowdiest bar south of the Mason-Dixon Line, and Dalton (Patrick Swayze) has been hired to clean it up. He might not look like much, but the Ph.D.-educated bouncer proves he's more than capable -- busting the heads of troublemakers and turning the roadhouse into a jumping hot-spot. But Dalton's romance with the gorgeous Dr. Clay (Kelly Lynch) puts him on the bad side of cutthroat local big shot Brad Wesley (Ben Gazzara).","Dalton lives like a loner, fights like a professional. And loves like there's no tomorrow.",6.216203,1989/5/19,114,Released,252,6.3,15000000,30050028
3597,747,Shaun of the Dead,Shaun of the Dead,,en,"Shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. This gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary Londoners.",A romantic comedy. With zombies.,49.12486,2004/4/9,99,Released,2420,7.5,4000000,30039392
1515,11141,Laws of Attraction,Laws of Attraction,,en,"Amidst a sea of litigation, two New York City divorce lawyers find love.",Love always has the last word.,6.201404,2004/4/4,90,Released,104,5.6,28000000,30016165
2946,1587,What's Eating Gilbert Grape,What's Eating Gilbert Grape,,en,"Gilbert has to care for his brother Arnie and his obese mother, which gets in the way when love walks into his life.",A film about the love you find...In the last place you look.,33.282794,1993/12/17,118,Released,919,7.5,11000000,30000000
3229,11620,Quo Vadis,Quo Vadis,,en,"Set against the back drop of Rome in crisis, General Marcus Vinicius returns to the city from the battle fields and falls in love with a Christian woman, Lygia. Caught in the grip of insanity, Nero's atrocities become more extreme and he burns Rome, laying the blame on the Christians. Vinicius races to save Lygia from the wrath of Nero as the empire of Rome collapses around them.",THIS IS THE BIG ONE! The splendor and savagery of the world's wickedest empire! Three hours of spectacle you'll remember for a lifetime!,7.973109,1951/11/8,171,Released,63,7,8250000,30000000
3737,10331,Night of the Living Dead,Night of the Living Dead,,en,"A group of people try to survive an attack of bloodthirsty zombies while trapped in a rural Pennsylvania farmhouse. Although not the first zombie film, Night of the Living Dead is the progenitor of the contemporary ""zombie apocalypse"" horror film, and it greatly influenced the modern pop-culture zombie archetype.","If it doesn't scare you, you're already dead!",25.666029,1968/10/1,96,Released,580,7.5,114000,30000000
3893,10014,A Nightmare on Elm Street Part 2: Freddy's Revenge,A Nightmare on Elm Street Part 2: Freddy's Revenge,,en,"A new family moves into the house on Elm Street, and before long, the kids are again having nightmares about deceased child murderer Freddy Krueger. This time, Freddy attempts to possess a teenage boy to cause havoc in the real world, and can only be overcome if the boy's sweetheart can master her fear.",Someone is coming back to Elm Street!,21.607228,1985/10/31,87,Released,361,5.7,3000000,29999213
2299,25195,Leap Year,Leap Year,http://www.leapyearfilm.net,en,"When yet another anniversary passes without a marriage proposal from her boyfriend, Anna decides to take action. Aware of a Celtic tradition that allows women to pop the question on Feb. 29, she plans to follow her lover to Dublin and ask him to marry her. Fate has other plans, however, and Anna winds up on the other side of the Emerald Isle with handsome, but surly, Declan -- an Irishman who may just lead Anna down the road to true love.",Anna planned to propose to her boyfriend on February 29th. This is not her boyfriend.,21.959742,2010/1/8,100,Released,465,6.4,19000000,29922472
2088,9682,Pulse,Pulse,http://www.pulsethemovie.net/,en,"When their computer hacker friend accidentally channels a mysterious wireless signal, a group of co-eds rally to stop a terrifying evil from taking over the world.",You are now infected.,9.662715,2006/8/11,90,Released,150,5,38000000,29907685
1433,9093,The Four Feathers,The Four Feathers,,en,"The story, set in 1875, follows a British officer (Heath Ledger) who resigns his post when he learns of his regiment's plan to ship out to the Sudan for the conflict with the Mahdi. His friends and fiancée send him four white feathers which symbolize cowardice. To redeem his honor he disguises himself as an Arab and secretly saves the lives of those who branded him a coward.","Freedom. Country. Honor. Passion. To save his best friend, one man must risk everything he loves.",10.10364,2002/9/8,132,Released,159,6.5,35000000,29882645
618,9824,Mystery Men,Mystery Men,,en,"When Captain Amazing (Kinnear) is kidnapped by Casanova Frankenstein (Rush) a group of superheroes combine together to create a plan. But these aren't normal superheroes. Now, the group who include such heroes as Mr. Furious (Stiller), The Shoveller (Macy) and The Blue Raja (Azaria) must put all the powers together to save everyone they know and love.","We're not your classic heroes, we're the other guys.",12.948627,1999/8/6,121,Released,250,5.7,68000000,29762011
1311,5852,Angel Eyes,Angel Eyes,http://angeleyesmovie.warnerbros.com/index_noflash.html,en,"A story about a seemingly unlikely couple who cross paths under life-threatening circumstances as though they are destined not only to meet but to save each other's lives. Not once, but twice.","The deeper you look, the more you will find.",6.454634,2001/5/15,102,Released,88,5.6,53000000,29700000
1800,70436,The Raven,The Raven,,en,"A fictionalized account of the last days of Edgar Allan Poe's life, in which the poet is in pursuit of a serial killer whose murders mirror those in the writer's stories.",The only one who can stop a serial killer is the man who inspired him.,22.520842,2012/3/9,111,Released,426,6.1,26000000,29657751
1877,11165,Tora! Tora! Tora!,Tora! Tora! Tora!,,en,"In the summer of 1941, the United States and Japan seem on the brink of war after constant embargos and failed diplomacy come to no end. ""Tora! Tora! Tora!"", named after the code words use by the lead Japanese pilot to indicate they had surprised the Americans, covers the days leading up to the attack on Pearl Harbor, which plunged America into the Second World War.",The incredible attack on Pearl Harbor.,9.795985,1970/1/26,144,Released,147,6.9,25485000,29548291
2008,6973,In the Valley of Elah,In the Valley of Elah,http://wip.warnerbros.com/inthevalleyofelah/,en,A career officer and his wife work with a police detective to uncover the truth behind their son's disappearance following his return from a tour of duty in Iraq.,Sometimes finding the truth is easier than facing it.,15.676123,2007/8/31,124,Released,261,6.6,23000000,29541790
2428,26390,Brooklyn's Finest,Brooklyn's Finest,,en,Enforcing the law within the notoriously rough Brownsville section of the city and especially within the Van Dyke housing projects is the NYPD's sixty-fifth precinct. Three police officers struggle with the sometimes fine line between right and wrong.,This is War. This is Brooklyn.,18.790102,2009/1/16,133,Released,293,6.2,17000000,29536299
1814,10523,W.,W.,http://www.wthefilm.com,en,"Whether you love him or hate him, there is no question that George W. Bush is one of the most controversial public figures in recent memory. W takes viewers through Bush’s eventful life -- his struggles and triumphs, how he found both his wife and his faith, and of course the critical days leading up to Bush’s decision to invade Iraq.",A life misunderestimated.,10.445391,2008/10/17,131,Released,143,6.1,25100000,29506464
3006,15301,Twilight Zone: The Movie,Twilight Zone: The Movie,,en,"Four directors collaborated to remake four episodes of the popular television series 'The Twilight Zone' for this movie. The episodes are updated slightly and in color (the television show was in black-and-white), but very true to the originals, where eerie and disturbing situations gradually spin out of control. ""A Quality of Mercy"", ""Kick the Can"", ""It's a Good Life"", and ""Nightmare at 20,000 Feet"".","You're travelling through another dimension. A dimension, not only of sight and sound, but of mind. A journey into a wondrous land whose boundaries are that of imagination. Next stop, the Twilight Zone!",12.902975,1983/6/24,101,Released,161,6.2,10000000,29450919
1087,5955,The Pledge,The Pledge,http://movies.warnerbros.com/thepledge/,en,A police chief about to retire pledges to help a woman find her daughter's killer. Based on a story by Swiss writer Friedrich Dürrenmatt.,,12.495436,2001/1/9,123,Released,215,6.5,35000000,29400000
4595,764,The Evil Dead,The Evil Dead,,en,"When a group of college students finds a mysterious book and recording in the old wilderness cabin they've rented for the weekend, they unwittingly unleash a demonic force from the surrounding forest.",The Ultimate Experience In Grueling Terror,35.037625,1981/10/15,85,Released,894,7.3,350000,29400000
3008,26352,A Low Down Dirty Shame,A Low Down Dirty Shame,,en,"A black detective becomes embroiled in a web of danger while searching for a fortune in missing drug money. During the course of his investigation, he encounters various old connections, ultimately confronting the criminal responsible for Shame's expulsion from the force. He must also deal with two women, Angela, a beautiful old flame, and Peaches, his energetic but annoying sidekick.",He's armed and dangerously funny.,3.290639,1994/11/23,100,Released,31,6,10000000,29392418
3374,4251,Veer-Zaara,Veer-Zaara,,hi,"The story of the love between Veer Pratap Singh, an Indian, and Zaara Hayaat Khan, a Pakistani...a love so great it knows no boundaries...",A Love Legend,3.721858,2004/11/12,192,Released,64,7.4,7000000,29385320
2467,16161,Baby Boy,Baby Boy,,en,"The story of Jody, a misguided, 20-year-old African-American who is really just a baby boy finally forced-kicking and screaming to face the commitments of real life. Streetwise and jobless, he has not only fathered two children by two different women-Yvette and Peanut but still lives with his own mother. He can't seem to strike a balance or find direction in his chaotic life.",Just a Baby Boy.,7.854989,2001/6/27,130,Released,55,7.4,16000000,29381649
