,id,title,production_companies
5469,11836,The SpongeBob SquarePants Movie,Paramount Pictures
5470,11836,The SpongeBob SquarePants Movie,Nickelodeon Movies
5471,11836,The SpongeBob SquarePants Movie,United Plankton Pictures
5472,11836,The SpongeBob SquarePants Movie,Paramount Animation
5473,322,Mystic River,Village Roadshow Pictures
5474,322,Mystic River,Malpaso Productions
5475,322,Mystic River,NPV Entertainment
5476,322,Mystic River,Warner Bros.
5477,70,Million Dollar Baby,Lakeshore Entertainment
5478,70,Million Dollar Baby,Malpaso Productions
5479,70,Million Dollar Baby,Epsilon Motion Pictures
5480,70,Million Dollar Baby,Warner Bros.
5481,70,Million Dollar Baby,Albert S. Ruddy Productions
5482,9535,Analyze This,Spring Creek Productions
5483,9535,Analyze This,Warner Bros.
5484,9535,Analyze This,Tribeca Productions
5485,9535,Analyze This,Baltimore Pictures
5486,11036,The Notebook,New Line Cinema
5487,6557,27 Dresses,Spyglass Entertainment
5488,6557,27 Dresses,Fox 2000 Pictures
5489,6557,27 Dresses,Dune Entertainment III
5490,18126,Hannah Montana: The Movie,Walt Disney Pictures
5491,18126,Hannah Montana: The Movie,It's a Laugh Productions
5492,18126,Hannah Montana: The Movie,Millar Gough Ink
5493,16340,Rugrats in Paris: The Movie,Paramount Pictures
5494,16340,Rugrats in Paris: The Movie,Nickelodeon Movies
5495,16340,Rugrats in Paris: The Movie,Paramount Animation
5496,10333,The Prince of Tides,Columbia Pictures
5497,4476,Legends of the Fall,Bedford Falls Productions
5498,4476,Legends of the Fall,TriStar Pictures
5499,4476,Legends of the Fall,Pangaea
5500,22947,Up in the Air,Paramount Pictures
5501,22947,Up in the Air,Rickshaw Productions
5502,22947,Up in the Air,Cold Spring Pictures
5503,22947,Up in the Air,"Montecito Picture Company, The"
5504,22947,Up in the Air,DW Studios
5505,22947,Up in the Air,Right of Way Films
5506,2755,About Schmidt,New Line Cinema
5507,2755,About Schmidt,Avery Pix
5508,82654,Warm Bodies,Summit Entertainment
5509,59967,Looper,Endgame Entertainment
5510,59967,Looper,FilmDistrict
5511,59967,Looper,DMG Entertainment
5512,59967,Looper,Ram Bergman Productions
5513,16300,Down to Earth,Paramount Pictures
5514,16300,Down to Earth,Alphaville Films
5515,9598,Babe,Universal Pictures
5516,9598,Babe,Kennedy Miller Productions
5517,82696,Hope Springs,Columbia Pictures
5518,82696,Hope Springs,Mandate Pictures
5519,82696,Hope Springs,Escape Artists
5520,82696,Hope Springs,Management 360
5521,82696,Hope Springs,Metro-Goldwyn-Mayer (MGM)
5522,9870,Forgetting Sarah Marshall,Universal Pictures
5523,9870,Forgetting Sarah Marshall,Apatow Productions
5524,8292,Four Brothers,Paramount Pictures
5525,8292,Four Brothers,Di Bonaventura Pictures
5526,8780,Baby Mama,Relativity Media
5527,8780,Baby Mama,Michaels-Goldwyn
5528,9715,Hope Floats,Twentieth Century Fox Film Corporation
5529,9715,Hope Floats,Fortis Films
5530,10521,Bride Wars,Dune Entertainment
5531,10521,Bride Wars,Regency Enterprises
5532,10521,Bride Wars,Fox 2000 Pictures
5533,10521,Bride Wars,Dune Entertainment III
5534,10521,Bride Wars,New Regency Pictures
5535,10521,Bride Wars,Sunrise Entertainment (II)
5536,10521,Bride Wars,Biride Productions
5537,10762,Without a Paddle,Paramount Pictures
5538,10762,Without a Paddle,De Line Pictures
5539,10096,13 Going on 30,Columbia Pictures
5540,10096,13 Going on 30,Revolution Studios
5541,10096,13 Going on 30,Thirteen Productions
5542,59436,Midnight in Paris,Gravier Productions
5543,59436,Midnight in Paris,Televisió de Catalunya (TV3)
5544,59436,Midnight in Paris,Versátil Cinema
5545,59436,Midnight in Paris,Mediapro
5546,59436,Midnight in Paris,Pontchartrain Productions
5547,227783,The Nut Job,Open Road Films
5548,227783,The Nut Job,Gulfstream Pictures
5549,227783,The Nut Job,Red Rover International
5550,227783,The Nut Job,ToonBox Entertainment
5551,4133,Blow,New Line Cinema
5552,10207,Message in a Bottle,Bel Air Entertainment
5553,10207,Message in a Bottle,DiNovi Pictures
5554,10207,Message in a Bottle,Tiger Productions
5555,172,Star Trek V: The Final Frontier,Paramount Pictures
5556,21972,Like Mike,Twentieth Century Fox Film Corporation
5557,21972,Like Mike,Josephson Entertainment
5558,21972,Like Mike,NBA Entertainment
5559,21972,Like Mike,Heller Highwater Productions
5560,21972,Like Mike,Like Mike Productions
5561,36593,The Naked Gun 33⅓: The Final Insult,Paramount Pictures
5562,707,A View to a Kill,Eon Productions
5563,533,The Curse of the Were-Rabbit,Aardman Animations
5564,533,The Curse of the Were-Rabbit,DreamWorks Animation
5565,6023,P.S. I Love You,Wendy Finerman Productions
5566,6023,P.S. I Love You,Alcon Entertainment
5567,6023,P.S. I Love You,Grosvenor Park Productions
5568,6439,Racing Stripes,Alcon Entertainment
5569,4347,Atonement,Universal Pictures
5570,4347,Atonement,Studio Canal
5571,4347,Atonement,Relativity Media
5572,4347,Atonement,Working Title Films
5573,37056,Letters to Juliet,Summit Entertainment
5574,37056,Letters to Juliet,Applehead Pictures
5575,4105,Black Rain,Paramount Pictures
5576,4105,Black Rain,Pegasus Film Partners
5577,4105,Black Rain,Jaffe-Lansing
5578,76489,The Three Stooges,Wessler Entertainment
5579,3933,Corpse Bride,Tim Burton Animation Company
5580,3933,Corpse Bride,Will Vinton Studios
5581,3933,Corpse Bride,Warner Bros.
5582,3933,Corpse Bride,Tim Burton Productions
5583,3933,Corpse Bride,Laika Entertainment
5584,3933,Corpse Bride,Patalex Productions
5585,9918,Glory Road,Walt Disney Pictures
5586,273481,Sicario,Lionsgate
5587,273481,Sicario,Thunder Road Pictures
5588,273481,Sicario,Black Label Media
5589,307081,Southpaw,Escape Artists
5590,307081,Southpaw,Riche-Ludwig Productions
5591,16871,Drag Me to Hell,Universal Pictures
5592,16871,Drag Me to Hell,Ghost House Pictures
5593,16871,Drag Me to Hell,Mandate Pictures
5594,16871,Drag Me to Hell,Buckaroo Entertainment
5595,16871,Drag Me to Hell,Curse Productions
5596,293863,The Age of Adaline,Lakeshore Entertainment
5597,293863,The Age of Adaline,Sidney Kimmel Entertainment
5598,293863,The Age of Adaline,Sierra/Affinity
5599,13156,Secondhand Lions,New Line Cinema
5600,41233,Step Up 3D,Summit Entertainment
5601,41233,Step Up 3D,Touchstone Pictures
5602,9266,Blue Crush,Imagine Entertainment
5603,9266,Blue Crush,Mikona Productions GmbH & Co. KG
5604,9266,Blue Crush,Universal Pictures
5605,9266,Blue Crush,Shutt/Jones Productions
5606,1262,Stranger Than Fiction,Mandate Pictures
5607,1262,Stranger Than Fiction,Three Strange Angels
5608,4513,30 Days of Night,Columbia Pictures
5609,4513,30 Days of Night,Dark Horse Entertainment
5610,4513,30 Days of Night,Ghost House Pictures
5611,4513,30 Days of Night,HorrorFlix
5612,22970,The Cabin in the Woods,Lionsgate
5613,22970,The Cabin in the Woods,Mutant Enemy Productions
5614,7278,Meet the Spartans,Regency Enterprises
5615,7278,Meet the Spartans,New Regency Pictures
5616,9013,Midnight Run,Universal Pictures
5617,9013,Midnight Run,City Light Films
5618,865,The Running Man,Keith Barish Productions
5619,865,The Running Man,TAFT Entertainment Pictures
5620,865,The Running Man,HBO
5621,865,The Running Man,Braveworld Productions
5622,10776,Little Shop of Horrors,The Geffen Company
5623,50456,Hanna,Focus Features
5624,50456,Hanna,Neunte Babelsberg Film
5625,50456,Hanna,Holleran Company
5626,50456,Hanna,Sechzehnte Babelsberg Film
5627,9823,Mortal Kombat: Annihilation,New Line Cinema
5628,9823,Mortal Kombat: Annihilation,Threshold Entertainment
5629,59861,Larry Crowne,Universal Pictures
5630,59861,Larry Crowne,Playtone Productions
5631,59861,Larry Crowne,Vendome Pictures
5632,133805,Carrie,Screen Gems
5633,133805,Carrie,Metro-Goldwyn-Mayer (MGM)
5634,133805,Carrie,Misher Films
5635,12763,Take the Lead,New Line Cinema
5636,12763,Take the Lead,Tiara Blu Films
5637,9766,Gridiron Gang,Columbia Pictures
5638,14034,What's the Worst That Could Happen?,Metro-Goldwyn-Mayer (MGM)
5639,12244,9,Focus Films
5640,12244,9,Starz Animation
5641,12244,9,Relativity Media
5642,12244,9,Tim Burton Productions
5643,12244,9,Arc Productions
5644,109421,Side Effects,Di Bonaventura Pictures
5645,109421,Side Effects,Endgame Entertainment
5646,109421,Side Effects,Universal
5647,109421,Side Effects,Open Road Films
5648,11137,The Prince & Me,Paramount Pictures
5649,11137,The Prince & Me,Lions Gate Films
5650,11137,The Prince & Me,Epsilon Motion Pictures
5651,11137,The Prince & Me,Stillking Films
5652,11137,The Prince & Me,Sobini Films
5653,51162,Winnie the Pooh,Walt Disney Pictures
5654,51162,Winnie the Pooh,Walt Disney Animation Studios
5655,10152,Dumb and Dumberer: When Harry Met Lloyd,New Line Cinema
5656,9452,Bulworth,Twentieth Century Fox Film Corporation
5657,239566,Get on Up,Universal Studios
5658,239566,Get on Up,Imagine Films Entertainment
5659,239566,Get on Up,Jagged Films
5660,53113,One True Thing,Universal Pictures
5661,9271,Virtuosity,Paramount Pictures
5662,4474,My Super Ex-Girlfriend,Regency Enterprises
5663,4474,My Super Ex-Girlfriend,New Regency Pictures
5664,4474,My Super Ex-Girlfriend,Pariah
5665,4474,My Super Ex-Girlfriend,S E Productions Inc.
5666,184346,Deliver Us from Evil,Jerry Bruckheimer Films
5667,184346,Deliver Us from Evil,Screen Gems
5668,184346,Deliver Us from Evil,LStar Capital
5669,48340,Sanctum,Universal Pictures
5670,48340,Sanctum,Wayfare Entertainment
5671,48340,Sanctum,Sanctum Australia
5672,48340,Sanctum,Relativity Media
5673,48340,Sanctum,Great Wight Productions/ Osford Films
5674,48340,Sanctum,Start Motion Pictures
5675,14846,Little Black Book,Revolution Studios
5676,14846,Little Black Book,Blue Star Pictures
5677,72207,The Five-Year Engagement,Universal Pictures
5678,72207,The Five-Year Engagement,Dentsu
5679,72207,The Five-Year Engagement,Relativity Media
5680,72207,The Five-Year Engagement,Apatow Productions
5681,72207,The Five-Year Engagement,Stoller Global Solutions
5682,16232,Mr. 3000,Touchstone Pictures
5683,43539,The Next Three Days,Lionsgate
5684,43539,The Next Three Days,Fidélité Films
5685,43539,The Next Three Days,Hwy61
5686,9920,Ultraviolet,Screen Gems
5687,9920,Ultraviolet,Ultravi Productions
5688,8978,Assault on Precinct 13,Rogue Pictures
5689,8978,Assault on Precinct 13,Why Not Productions
5690,8978,Assault on Precinct 13,Liaison Films
5691,8978,Assault on Precinct 13,Biscayne Pictures
5692,11702,The Replacement Killers,Columbia Pictures Corporation
5693,18550,Fled,Metro-Goldwyn-Mayer (MGM)
5694,8869,Eight Legged Freaks,Village Roadshow Pictures
5695,8869,Eight Legged Freaks,NPV Entertainment
5696,8869,Eight Legged Freaks,Centropolis Entertainment
5697,8869,Eight Legged Freaks,Electric Entertainment
5698,8869,Eight Legged Freaks,Warner Bros.
5699,43347,Love & Other Drugs,Bedford Falls Productions
5700,43347,Love & Other Drugs,Dune Entertainment
5701,43347,Love & Other Drugs,Regency Enterprises
5702,43347,Love & Other Drugs,Fox 2000 Pictures
5703,43347,Love & Other Drugs,Stuber Productions
5704,43347,Love & Other Drugs,New Regency Pictures
5705,3489,88 Minutes,TriStar Pictures
5706,3489,88 Minutes,Nu Image Entertainment
5707,3489,88 Minutes,Brightlight Pictures
5708,9701,North Country,Warner Bros.
5709,9701,North Country,Participant Media
5710,9701,North Country,Nick Wechsler Productions
5711,2122,The Whole Ten Yards,Cheyenne Enterprises
5712,2122,The Whole Ten Yards,Franchise Pictures
5713,2122,The Whole Ten Yards,MHF Zweite Academy Film
5714,2122,The Whole Ten Yards,Eclipse Catering
5715,2122,The Whole Ten Yards,Nine Yards Two Productions
5716,2122,The Whole Ten Yards,Nine Yards Productions
5717,37707,Splice,Gaumont
5718,37707,Splice,Dark Castle Entertainment
5719,37707,Splice,Senator Entertainment Co
5720,37707,Splice,Copperheart Entertainment
5721,10658,Howard the Duck,Lucasfilm
5722,10658,Howard the Duck,Universal Pictures
5723,13150,Pride and Glory,New Line Cinema
5724,13150,Pride and Glory,Solaris Film
5725,13150,Pride and Glory,Avery Pix
5726,13150,Pride and Glory,O'Connor Brothers
5727,13150,Pride and Glory,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG
5728,9042,The Cave,Lakeshore Entertainment
5729,9042,The Cave,Cinerenta Medienbeteiligungs KG
5730,9042,The Cave,Screen Gems
5731,9042,The Cave,Cineblue Internationale Filmproduktionsgesellschaft
5732,9042,The Cave,City Productions
5733,17813,Alex & Emma,Epsilon Motion Pictures
5734,17813,Alex & Emma,Franchise Pictures
5735,17813,Alex & Emma,Escape Artists
5736,17813,Alex & Emma,Reiner / Greisman Productions
5737,11208,Wicker Park,Lakeshore Entertainment
5738,11208,Wicker Park,Metro-Goldwyn-Mayer (MGM)
5739,11208,Wicker Park,Mel's Cite du Cinema
5740,58151,Fright Night,Touchstone Pictures
5741,11400,The New World,New Line Cinema
5742,11400,The New World,First Foot Films
5743,11400,The New World,Sunflower Productions
5744,11400,The New World,Sarah Green Film
5745,11400,The New World,The Virginia Company LLC
5746,10350,Wing Commander,"Carousel Picture Company, The"
5747,10350,Wing Commander,No Prisoners Productions
5748,10350,Wing Commander,Origin Systems Inc.
5749,10350,Wing Commander,American Entertainment Investors
5750,10350,Wing Commander,Wing Commander Productions
5751,10350,Wing Commander,Digital Anvil
5752,28902,In Dreams,DreamWorks SKG
5753,28902,In Dreams,Amblin Entertainment
5754,14164,Dragonball Evolution,Ingenious Film Partners
5755,14164,Dragonball Evolution,Twentieth Century Fox Film Corporation
5756,14164,Dragonball Evolution,Dune Entertainment
5757,14164,Dragonball Evolution,Star Overseas
5758,14164,Dragonball Evolution,Dune Entertainment III
5759,14164,Dragonball Evolution,Big Screen Productions
5760,14164,Dragonball Evolution,World Film Magic
5761,76640,The Last Stand,Di Bonaventura Pictures
5762,11058,Godsend,Lions Gate Films
5763,11058,Godsend,2929 Productions
5764,11058,Godsend,Artists Production Group (APG)
5765,11058,Godsend,Blue Productions
5766,14844,Chasing Liberty,Alcon Entertainment
5767,14844,Chasing Liberty,ETIC Films
5768,14844,Chasing Liberty,C.R.G. International
5769,14844,Chasing Liberty,Trademark Films
5770,14844,Chasing Liberty,Micro Fusion 2003-2
5771,57089,Hoodwinked Too! Hood VS. Evil,HW Two
5772,1947,An Unfinished Life,Miramax Films
5773,1947,An Unfinished Life,Revolution Studios
5774,1947,An Unfinished Life,Persistent Entertainment
5775,1947,An Unfinished Life,Initial Entertainment Group (IEG)
5776,1947,An Unfinished Life,The Ladd Company
5777,1947,An Unfinished Life,Kalis Productions GmbH & Co. Zweite KG
5778,1947,An Unfinished Life,Unfinished Films
5779,8054,The Imaginarium of Doctor Parnassus,Infinity Features Entertainment
5780,8054,The Imaginarium of Doctor Parnassus,Davis-Films
5781,8054,The Imaginarium of Doctor Parnassus,Téléfilm Canada
5782,8054,The Imaginarium of Doctor Parnassus,The Movie Network
5783,8054,The Imaginarium of Doctor Parnassus,Canadian Film or Video Production Tax Credit (CPTC)
5784,8054,The Imaginarium of Doctor Parnassus,British Columbia Film
5785,8054,The Imaginarium of Doctor Parnassus,Province of British Columbia Film Incentive BC
5786,8054,The Imaginarium of Doctor Parnassus,Movie Central
5787,8054,The Imaginarium of Doctor Parnassus,Grosvenor Park Productions
5788,8054,The Imaginarium of Doctor Parnassus,Poo Poo Pictures
5789,8054,The Imaginarium of Doctor Parnassus,Parnassus Productions
5790,8054,The Imaginarium of Doctor Parnassus,U.K. Tax Credit
5791,46829,Barney's Version,Serendipity Point Films
5792,146238,Runner Runner,Double Feature Films
5793,146238,Runner Runner,Regency Enterprises
5794,146238,Runner Runner,Appian Way
5795,146238,Runner Runner,Stone Village Pictures
5796,146238,Runner Runner,New Regency Pictures
5797,9989,Antitrust,Industry Entertainment
5798,9989,Antitrust,Epsilon Motion Pictures
5799,9989,Antitrust,Hyde Park Films
5800,9989,Antitrust,Metro-Goldwyn-Mayer (MGM)
5801,9665,Glory,TriStar Pictures
5802,9665,Glory,Freddie Fields Productions
5803,311,Once Upon a Time in America,Warner Bros.
5804,311,Once Upon a Time in America,The Ladd Company
5805,102362,Dead Man Down,Original Film
5806,102362,Dead Man Down,WWE Studios
5807,11162,The Merchant of Venice,Movision
5808,6016,The Good Thief,Fox Searchlight Pictures
5809,6016,The Good Thief,Alliance Atlantis Communications
5810,6016,The Good Thief,Metropolitan Films
5811,6016,The Good Thief,TNVO
5812,17186,Supercross,Tag Entertainment
5813,13967,Miss Potter,BBC Films
5814,9053,DOA: Dead or Alive,Impact Pictures
5815,9053,DOA: Dead or Alive,Constantin Film Produktion
5816,9053,DOA: Dead or Alive,Mindfire Entertainment
5817,9053,DOA: Dead or Alive,Team Ninja
5818,9053,DOA: Dead or Alive,VIP 4 Medienfonds
5819,9053,DOA: Dead or Alive,Tecmo
5820,4512,The Assassination of Jesse James by the Coward Robert Ford,Plan B Entertainment
5821,4512,The Assassination of Jesse James by the Coward Robert Ford,Virtual Studios
5822,4512,The Assassination of Jesse James by the Coward Robert Ford,Scott Free Productions
5823,4512,The Assassination of Jesse James by the Coward Robert Ford,Alberta Film Entertainment
5824,4512,The Assassination of Jesse James by the Coward Robert Ford,Warner Bros.
5825,4512,The Assassination of Jesse James by the Coward Robert Ford,Jesse Films Inc.
5826,76349,1911,Variance Films
5827,31203,Little Nicholas,Fidélité Productions
5828,31203,Little Nicholas,Wild Bunch
5829,31203,Little Nicholas,M6 Films
5830,31203,Little Nicholas,SCOPE Invest
5831,31203,Little Nicholas,Scope Pictures
5832,31203,Little Nicholas,M6
5833,31203,Little Nicholas,Orange Cinéma Séries
5834,31203,Little Nicholas,Région Wallone
5835,31203,Little Nicholas,Mandarin Films
5836,31203,Little Nicholas,IMAV Editions
5837,265208,Wild Card,Current Entertainment
5838,265208,Wild Card,Lionsgate
5839,265208,Wild Card,Sierra / Affinity
5840,265208,Wild Card,SJ Heat Productions
5841,265208,Wild Card,Silver State Production Services
5842,265208,Wild Card,Cinema Seven Productions
5843,265208,Wild Card,SJ Pictures
5844,45610,Machine Gun Preacher,Mpower Pictures
5845,45610,Machine Gun Preacher,Relativity Media
5846,45610,Machine Gun Preacher,1984 Private Defense Contractors
5847,45610,Machine Gun Preacher,Virgin Produced
5848,45610,Machine Gun Preacher,Moonlighting Films
5849,45610,Machine Gun Preacher,Apparatus Productions
5850,45610,Machine Gun Preacher,GG Filmz
5851,45610,Machine Gun Preacher,ITS Capital
5852,45610,Machine Gun Preacher,Merlina Entertainment
5853,45610,Machine Gun Preacher,MGP Productions
5854,45610,Machine Gun Preacher,Safady Entertainment
5855,50135,Animals United,Constantin Film Produktion
5856,50135,Animals United,Ambient Entertainment GmbH
5857,1874,Goodbye Bafana,Film Afrika
5858,271331,United Passions,Thelma Films
5859,271331,United Passions,Leuviah Films
5860,215211,Grace of Monaco,Gaumont
5861,215211,Grace of Monaco,TF1 Films Productions
5862,215211,Grace of Monaco,Lucky Red
5863,215211,Grace of Monaco,Canal+
5864,215211,Grace of Monaco,uFilm
5865,215211,Grace of Monaco,Silver Reel
5866,215211,Grace of Monaco,Umedia
5867,215211,Grace of Monaco,Od Shots
5868,215211,Grace of Monaco,YRF Entertainment
5869,215211,Grace of Monaco,Stone Angels
5870,367961,Savva. Heart of the Warrior,Art Pictures Studio
5871,10955,Ripley's Game,Mr. Mudd Production
5872,10955,Ripley's Game,Cattleya
5873,10955,Ripley's Game,Baby Films
5874,223702,Sausage Party,Columbia Pictures
5875,223702,Sausage Party,Sony Pictures Animation
5876,223702,Sausage Party,Sony Pictures Entertainment
5877,223702,Sausage Party,Annapurna Pictures
5878,223702,Sausage Party,Point Grey Pictures
5879,223702,Sausage Party,Nitrogen Studios Canada
5880,254470,Pitch Perfect 2,Universal Pictures
5881,254470,Pitch Perfect 2,Gold Circle Films
5882,254470,Pitch Perfect 2,Brownstone Productions
5883,69,Walk the Line,Tree Line Films
5884,69,Walk the Line,Konrad Pictures
5885,69,Walk the Line,Catfish Productions
5886,69,Walk the Line,Fox 2000 Pictures
5887,69,Walk the Line,Mars Media Beteiligungs
5888,4967,Keeping the Faith,Spyglass Entertainment
5889,4967,Keeping the Faith,Touchstone Pictures
5890,4967,Keeping the Faith,Triple Threat Talent
5891,9449,The Borrowers,Working Title Films
5892,9449,The Borrowers,Polygram Filmed Entertainment
5893,11499,Frost/Nixon,Imagine Entertainment
5894,11499,Frost/Nixon,Universal Pictures
5895,11499,Frost/Nixon,Working Title Films
5896,4912,Confessions of a Dangerous Mind,Miramax Films
5897,4912,Confessions of a Dangerous Mind,Allied Filmmakers
5898,4912,Confessions of a Dangerous Mind,Mad Chance
5899,12771,Serving Sara,Paramount Pictures
5900,323676,The Boss,Universal Pictures
5901,12506,Cry Freedom,Universal Pictures
5902,24071,Mumford,Touchstone Pictures
5903,11249,Seed of Chucky,Rogue Pictures
5904,9667,The Jacket,Section Eight
5905,9667,The Jacket,Mandalay Pictures
5906,9667,The Jacket,VIP 3 Medienfonds
5907,9667,The Jacket,2929 Productions
5908,9667,The Jacket,Rising Star
5909,9667,The Jacket,VIP 2 Medienfonds
5910,9667,The Jacket,Warner Independent Pictures (WIP)
5911,812,Aladdin,Walt Disney Pictures
5912,277216,Straight Outta Compton,New Line Cinema
5913,277216,Straight Outta Compton,Universal Pictures
5914,277216,Straight Outta Compton,Legendary Pictures
5915,277216,Straight Outta Compton,Cube Vision
5916,277216,Straight Outta Compton,Broken Chair Flickz
5917,277216,Straight Outta Compton,Crucial Films
5918,87,Indiana Jones and the Temple of Doom,Lucasfilm
5919,87,Indiana Jones and the Temple of Doom,Paramount Pictures
5920,14444,The Rugrats Movie,Nickelodeon Movies
5921,14444,The Rugrats Movie,Paramount Animation
5922,2043,Along Came a Spider,Paramount Pictures
5923,2043,Along Came a Spider,AZL Productions KG
5924,2043,Along Came a Spider,David Brown Productions
5925,2043,Along Came a Spider,MFP Munich Film Partners
5926,2043,Along Came a Spider,Phase 1 Productions
5927,2043,Along Came a Spider,Revelations Entertainment
5928,315664,Florence Foster Jenkins,BBC Films
5929,315664,Florence Foster Jenkins,Qwerty Films
5930,315664,Florence Foster Jenkins,Pathé
5931,1428,Once Upon a Time in Mexico,Columbia Pictures Corporation
5932,1428,Once Upon a Time in Mexico,Dimension Films
5933,1428,Once Upon a Time in Mexico,Troublemaker Studios
5934,562,Die Hard,Twentieth Century Fox Film Corporation
5935,562,Die Hard,Gordon Company
5936,562,Die Hard,Silver Pictures
5937,15373,Role Models,Universal Pictures
5938,15373,Role Models,Internationale Filmproduktion Stella-del-Süd
5939,15373,Role Models,Relativity Media
5940,15373,Role Models,New Regency Pictures
5941,15373,Role Models,WideAwake
5942,15373,Role Models,Stuber/Parent
5943,318846,The Big Short,Paramount Pictures
5944,318846,The Big Short,Plan B Entertainment
5945,318846,The Big Short,Regency Enterprises
5946,26320,Taking Woodstock,Focus Features
5947,14292,Miracle,Walt Disney
5948,924,Dawn of the Dead,New Amsterdam Entertainment
5949,924,Dawn of the Dead,Strike Entertainment
5950,924,Dawn of the Dead,Metropolitan Filmexport
5951,924,Dawn of the Dead,Toho-Towa
5952,924,Dawn of the Dead,Cruel and Unusual Films
5953,2018,The Wedding Planner,Columbia Pictures Corporation
5954,2018,The Wedding Planner,Intermedia Films
5955,2018,The Wedding Planner,Dee Gee Entertainment
5956,2018,The Wedding Planner,Tapestry Films
5957,2018,The Wedding Planner,Prufrock Pictures
5958,2018,The Wedding Planner,IMF Internationale Medien und Film GmbH & Co. Produktions KG
5959,192577,Space Pirate Captain Harlock,Toei Animation Company
5960,9428,The Royal Tenenbaums,Touchstone Pictures
5961,2832,Identity,Konrad Pictures
5962,2832,Identity,Columbia Pictures Corporation
5963,137093,Last Vegas,Laurence Mark Productions
5964,137093,Last Vegas,CBS Films
5965,137093,Last Vegas,Outlaw Sinema
5966,137093,Last Vegas,Good Universe
5967,137093,Last Vegas,Gidden Media
5968,699,For Your Eyes Only,United Artists
5969,699,For Your Eyes Only,Eon Productions
5970,9778,Serendipity,Miramax Films
5971,9778,Serendipity,Tapestry Films
5972,9778,Serendipity,Simon Fields Productions
5973,8831,Timecop,Universal Pictures
5974,8831,Timecop,Renaissance Pictures
5975,8831,Timecop,Dark Horse Entertainment
5976,8831,Timecop,Largo Entertainment
5977,8831,Timecop,Signature Pictures
5978,8831,Timecop,JVC Entertainment Networks
5979,9398,Zoolander,Paramount Pictures
5980,9398,Zoolander,Village Roadshow Pictures
5981,9398,Zoolander,NPV Entertainment
5982,9398,Zoolander,Scott Rudin Productions
5983,9398,Zoolander,Red Hour Productions
5984,9398,Zoolander,Tenth Planet Productions
5985,9398,Zoolander,VH1 Television
5986,9398,Zoolander,Red Hour Films
5987,9398,Zoolander,MFP Munich Film Partners GmbH & Company I. Produktions KG
5988,112949,Safe Haven,Temple Hill Productions
5989,112949,Safe Haven,Relativity Media
5990,10439,Hocus Pocus,Walt Disney Pictures
5991,3638,No Reservations,Village Roadshow Pictures
5992,3638,No Reservations,Castle Rock Entertainment
5993,3638,No Reservations,Warner Bros.
5994,3638,No Reservations,Storefront Pictures
5995,3638,No Reservations,WV Films III
5996,23483,Kick-Ass,Lionsgate
5997,23483,Kick-Ass,Marv Films
5998,62206,30 Minutes or Less,Columbia Pictures
5999,10577,Dracula 2000,Neo Art & Logic
6000,10577,Dracula 2000,Dimension Films
6001,10577,Dracula 2000,Wes Craven Films
6002,218778,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Walt Disney Pictures
6003,218778,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",21 Laps Entertainment
6004,218778,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Jim Henson Company, The"
6005,4348,Pride & Prejudice,Universal Pictures
6006,4348,Pride & Prejudice,StudioCanal
6007,4348,Pride & Prejudice,Scion Films
6008,4348,Pride & Prejudice,Focus Features
6009,4348,Pride & Prejudice,Working Title Films
6010,78,Blade Runner,Shaw Brothers
6011,78,Blade Runner,Warner Bros.
6012,78,Blade Runner,The Ladd Company
6013,11780,Rob Roy,United Artists
6014,11780,Rob Roy,Talisman Productions
6015,192102,3 Days to Kill,Wonderland Sound and Vision
6016,192102,3 Days to Kill,EuropaCorp
6017,192102,3 Days to Kill,Relativity Media
6018,192102,3 Days to Kill,3DTK
6019,192102,3 Days to Kill,Feelgood Entertainment
6020,192102,3 Days to Kill,Paradise/MGN
6021,2001,We Own the Night,Columbia Pictures
6022,2001,We Own the Night,Industry Entertainment
6023,2001,We Own the Night,2929 Productions
6024,10383,Lost Souls,New Line Cinema
6025,11516,Winged Migration,Bac Films
6026,11516,Winged Migration,Pandora Filmproduktion
6027,11516,Winged Migration,Procirep
6028,11516,Winged Migration,Galatée Films
6029,11516,Winged Migration,Eurimages
6030,11516,Winged Migration,Canal+
6031,11516,Winged Migration,Westdeutscher Rundfunk (WDR)
6032,11516,Winged Migration,Télévision Suisse-Romande (TSR)
6033,11516,Winged Migration,Wanda Visión S.A.
6034,11516,Winged Migration,Conseil Régional de Franche-Comté
6035,11516,Winged Migration,Eyescreen S.r.l.
6036,11516,Winged Migration,France 2 Cinéma
6037,11516,Winged Migration,Les Productions de la Guéville
6038,11516,Winged Migration,Centre National de la Cinématographie (CNC)
6039,10025,Just My Luck,Regency Enterprises
6040,10025,Just My Luck,Cheyenne Enterprises
6041,10025,Just My Luck,New Regency Pictures
6042,15198,"Mystery, Alaska",Hollywood Pictures
6043,23172,The Spy Next Door,Robert Simonds Productions
6044,23172,The Spy Next Door,Relativity Media
6045,23172,The Spy Next Door,Spy Next Door
6046,17834,A Simple Wish,Universal Pictures
6047,17834,A Simple Wish,The Bubble Factory
6048,10016,Ghosts of Mars,Screen Gems
